start_ip,end_ip,asn,name,domain
1.0.0.0,1.0.0.255,AS13335,"Cloudflare, Inc.",cloudflare.com
1.0.4.0,1.0.7.255,AS38803,Gtelecom Pty Ltd,gtelecom.com.au
1.0.16.0,1.0.16.255,AS2519,ARTERIA Networks Corporation,arteria-net.com
1.0.64.0,1.0.127.255,AS18144,"Enecom,Inc.",enecom.co.jp
1.0.128.0,1.0.255.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.1.1.0,1.1.1.255,AS13335,"Cloudflare, Inc.",cloudflare.com
1.1.8.0,1.1.8.255,AS138421,China Unicom,chinaunicom.cn
1.1.64.0,1.1.126.255,AS2519,ARTERIA Networks Corporation,arteria-net.com
1.1.128.0,1.1.255.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.2.4.0,1.2.4.255,AS24151,China Internet Network Infomation Center,cnnic.cn
1.2.128.0,1.2.255.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.4.128.0,1.4.255.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.5.0.0,1.5.255.255,AS4725,SoftBank Corp.,softbank.jp
1.6.0.0,1.6.135.255,AS9583,Sify Limited,sifycorp.com
1.6.136.0,1.6.136.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.6.137.0,1.6.225.255,AS9583,Sify Limited,sifycorp.com
1.6.226.0,1.6.228.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.6.229.0,1.6.230.255,AS4755,TATA Communications formerly VSNL is Leading ISP,tatacommunications.com
1.6.231.0,1.7.0.255,AS9583,Sify Limited,sifycorp.com
1.7.8.0,1.7.23.255,AS9583,Sify Limited,sifycorp.com
1.7.128.0,1.7.141.255,AS9583,Sify Limited,sifycorp.com
1.7.142.0,1.7.142.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.7.143.0,1.7.150.255,AS9583,Sify Limited,sifycorp.com
1.7.151.0,1.7.151.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.7.152.0,1.7.160.255,AS9583,Sify Limited,sifycorp.com
1.7.161.0,1.7.162.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.7.163.0,1.7.179.255,AS9583,Sify Limited,sifycorp.com
1.7.180.0,1.7.180.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.7.181.0,1.7.199.255,AS9583,Sify Limited,sifycorp.com
1.7.200.0,1.7.202.255,AS132215,Powergrid Teleservices Limited,powergrid.in
1.7.203.0,1.7.203.255,AS4755,TATA Communications formerly VSNL is Leading ISP,tatacommunications.com
1.7.204.0,1.7.224.255,AS9583,Sify Limited,sifycorp.com
1.7.225.0,1.7.225.255,AS396421,PALO ALTO NETWORKS,paloaltonetworks.com
1.7.226.0,1.7.245.255,AS9583,Sify Limited,sifycorp.com
1.8.1.0,1.8.1.255,AS38345,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.,knet.cn
1.8.8.0,1.8.8.255,AS38345,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.,knet.cn
1.9.0.0,1.9.255.255,AS4788,TM TECHNOLOGY SERVICES SDN. BHD.,tm.com.my
1.10.10.0,1.10.10.255,AS148000,1.10.10.10 - Indian Public DNS,dns.nic.in
1.10.128.0,1.10.255.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.11.0.0,1.11.7.255,AS18313,LG HelloVision Corp.,lghellovision.net
1.11.8.0,1.11.19.255,AS18318,LG HelloVision Corp.,lghellovision.net
1.11.20.0,1.11.23.255,AS38091,LG HelloVision Corp.,lghellovision.net
1.11.24.0,1.11.31.255,AS18313,LG HelloVision Corp.,lghellovision.net
1.11.32.0,1.11.39.255,AS17598,LG HelloVision Corp.,lghellovision.net
1.11.40.0,1.11.47.255,AS18313,LG HelloVision Corp.,lghellovision.net
1.11.48.0,1.11.48.255,AS17598,LG HelloVision Corp.,lghellovision.net
1.11.49.0,1.11.55.255,AS38091,LG HelloVision Corp.,lghellovision.net
1.11.56.0,1.11.63.255,AS18313,LG HelloVision Corp.,lghellovision.net
1.11.64.0,1.11.91.255,AS38091,LG HelloVision Corp.,lghellovision.net
1.11.92.0,1.11.94.255,AS45996,DAOU TECHNOLOGY,daou.co.kr
1.11.95.0,1.11.95.255,AS38091,LG HelloVision Corp.,lghellovision.net
1.11.96.0,1.11.127.255,AS38669,LG HelloVision Corp.,lghellovision.net
1.11.128.0,1.11.255.255,AS17839,LG HelloVision Corp.,lghellovision.net
1.12.0.0,1.12.15.255,AS132203,"Tencent Building, Kejizhongyi Avenue",tencent.com
1.12.16.0,1.12.33.255,AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com
1.12.34.0,1.12.35.255,AS132203,"Tencent Building, Kejizhongyi Avenue",tencent.com
1.12.36.0,1.15.255.255,AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com
1.16.0.0,1.16.63.255,AS45996,DAOU TECHNOLOGY,daou.co.kr
1.18.116.0,1.18.116.255,AS131098,Korea Internet Security Agency,kisa.or.kr
1.18.118.0,1.18.118.255,AS131099,Korea Internet Security Agency,kisa.or.kr
1.18.119.0,1.18.119.255,AS131100,Korea Internet Security Agency,kisa.or.kr
1.18.123.0,1.18.123.255,AS23599,Korea Internet Security Agency,kisa.or.kr
1.18.125.0,1.18.126.255,AS23599,Korea Internet Security Agency,kisa.or.kr
1.18.127.0,1.18.130.255,AS23596,Korea Internet Security Agency,kisa.or.kr
1.18.132.0,1.18.135.255,AS23600,Korea Internet Security Agency,kisa.or.kr
1.20.0.0,1.20.66.255,AS56120,TOT Public Company Limited,tot.co.th
1.20.67.0,1.20.116.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.20.117.0,1.20.117.255,AS56120,TOT Public Company Limited,tot.co.th
1.20.118.0,1.20.118.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.20.119.0,1.20.123.255,AS56120,TOT Public Company Limited,tot.co.th
1.20.124.0,1.20.124.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.20.125.0,1.20.127.255,AS56120,TOT Public Company Limited,tot.co.th
1.20.128.0,1.20.255.255,AS23969,TOT Public Company Limited,ntplc.co.th
1.21.0.0,1.21.95.255,AS2519,ARTERIA Networks Corporation,arteria-net.com
1.21.96.0,1.21.111.255,AS59125,FAMILY NET JAPAN INCORPORATED,fnj.co.jp
1.21.112.0,1.21.127.255,AS2519,ARTERIA Networks Corporation,arteria-net.com
1.21.128.0,1.21.143.255,AS59125,FAMILY NET JAPAN INCORPORATED,fnj.co.jp
1.21.144.0,1.21.223.255,AS2519,ARTERIA Networks Corporation,arteria-net.com
1.22.3.0,1.22.6.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.8.0,1.22.10.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.12.0,1.22.20.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.24.0,1.22.33.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.35.0,1.22.50.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.52.0,1.22.61.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.64.0,1.22.67.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.69.0,1.22.69.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.72.0,1.22.75.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.77.0,1.22.83.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.88.0,1.22.107.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.112.0,1.22.140.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.145.0,1.22.161.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.163.0,1.22.189.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.192.0,1.22.201.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.206.0,1.22.210.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.212.0,1.22.224.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.228.0,1.22.236.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.22.240.0,1.23.6.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.10.0,1.23.13.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.16.0,1.23.23.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.25.0,1.23.27.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.29.0,1.23.57.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.61.0,1.23.63.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.68.0,1.23.70.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.73.0,1.23.86.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.88.0,1.23.88.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.90.0,1.23.91.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.93.0,1.23.94.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.96.0,1.23.112.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.114.0,1.23.119.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.121.0,1.23.132.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.136.0,1.23.151.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.160.0,1.23.171.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.174.0,1.23.177.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.180.0,1.23.183.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.185.0,1.23.192.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.194.0,1.23.199.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.204.0,1.23.204.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.206.0,1.23.206.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.208.0,1.23.217.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.220.0,1.23.220.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.23.224.0,1.23.254.255,AS45528,Tikona Infinet Ltd.,tikona.in
1.24.0.0,1.24.31.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.24.32.0,1.24.39.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.24.40.0,1.24.79.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.24.80.0,1.24.94.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.24.95.0,1.24.191.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.24.192.0,1.24.199.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.24.200.0,1.24.215.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.24.216.0,1.24.219.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.24.220.0,1.24.235.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.24.236.0,1.24.239.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.24.240.0,1.24.255.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.25.0.0,1.25.7.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.25.8.0,1.25.23.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.25.24.0,1.25.35.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.25.36.0,1.25.39.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.25.40.0,1.25.47.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.25.48.0,1.25.91.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.25.92.0,1.25.95.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.25.96.0,1.25.127.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.25.128.0,1.25.135.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.25.136.0,1.28.11.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.12.0,1.28.27.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.28.0,1.28.40.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.41.0,1.28.42.255,AS9929,CHINA UNICOM Industrial Internet Backbone,chinaunicom.cn
1.28.43.0,1.28.95.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.96.0,1.28.99.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.100.0,1.28.139.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.140.0,1.28.143.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.144.0,1.28.147.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.148.0,1.28.151.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.152.0,1.28.155.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.156.0,1.28.159.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.160.0,1.28.167.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.168.0,1.28.171.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.172.0,1.28.175.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.176.0,1.28.179.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.180.0,1.28.223.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.28.224.0,1.28.227.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.28.228.0,1.30.39.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.30.40.0,1.30.51.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.30.52.0,1.30.91.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.30.92.0,1.30.103.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.30.104.0,1.30.163.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.30.164.0,1.30.167.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.30.168.0,1.30.179.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.30.180.0,1.30.187.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.30.188.0,1.31.35.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.31.36.0,1.31.39.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.31.40.0,1.31.191.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.31.192.0,1.31.195.255,AS139007,UNICOM InnerMongolia province network,hh.nm.cn
1.31.196.0,1.31.255.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.32.0.0,1.32.127.255,AS4788,TM TECHNOLOGY SERVICES SDN. BHD.,tm.com.my
1.32.192.0,1.32.204.255,AS64050,BGP Network Limited,bgp.net
1.32.205.0,1.32.205.255,AS152194,CTG Server Limited,ctgserver.net
1.32.206.0,1.32.215.255,AS64050,BGP Network Limited,bgp.net
1.32.216.0,1.32.216.255,AS152194,CTG Server Limited,ctgserver.net
1.32.217.0,1.32.217.255,AS64050,BGP Network Limited,bgp.net
1.32.218.0,1.32.218.255,AS152194,CTG Server Limited,ctgserver.net
1.32.219.0,1.32.220.255,AS64050,BGP Network Limited,bgp.net
1.32.222.0,1.32.227.255,AS64050,BGP Network Limited,bgp.net
1.32.228.0,1.32.229.255,AS152194,CTG Server Limited,ctgserver.net
1.32.230.0,1.32.232.255,AS64050,BGP Network Limited,bgp.net
1.32.234.0,1.32.236.255,AS64050,BGP Network Limited,bgp.net
1.32.237.0,1.32.237.255,AS152194,CTG Server Limited,ctgserver.net
1.32.238.0,1.32.242.255,AS64050,BGP Network Limited,bgp.net
1.32.244.0,1.32.245.255,AS64050,BGP Network Limited,bgp.net
1.32.246.0,1.32.255.255,AS152194,CTG Server Limited,ctgserver.net
1.33.0.0,1.33.255.255,AS2514,"NTT PC Communications, Inc.",nttpc.co.jp
1.34.0.0,1.35.255.255,AS3462,Data Communication Business Group,hinet.net
1.36.0.0,1.36.255.255,AS4760,HKT Limited,netvigator.com
1.37.0.0,1.37.81.255,AS4775,Globe Telecoms,globe.com.ph
1.37.82.0,1.37.83.255,AS132199,Globe Telecom Inc.,globe.com.ph
1.37.84.0,1.37.255.255,AS4775,Globe Telecoms,globe.com.ph
1.38.0.0,1.38.127.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.136.0,1.38.151.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.160.0,1.38.167.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.176.0,1.38.183.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.192.0,1.38.199.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.208.0,1.38.208.255,AS55410,Vodafone Idea Ltd,vodafoneidea.com
1.38.209.0,1.38.210.255,AS45271,Idea Cellular Limited,adityabirla.com
1.38.211.0,1.38.211.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.213.0,1.38.213.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.216.0,1.38.223.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.38.232.0,1.38.239.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.4.0,1.39.51.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.56.0,1.39.63.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.72.0,1.39.72.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.75.0,1.39.91.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.96.0,1.39.143.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.192.0,1.39.220.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.39.222.0,1.39.255.255,AS38266,Vodafone Idea Ltd,vodafoneidea.com
1.40.0.0,1.44.7.255,AS4804,Microplex PTY LTD,optus.com.au
1.44.8.0,1.44.23.255,AS7474,SingTel Optus Pty Ltd,optus.com.au
1.44.24.0,1.44.31.255,AS4804,Microplex PTY LTD,optus.com.au
1.44.32.0,1.44.47.255,AS7474,SingTel Optus Pty Ltd,optus.com.au
1.44.48.0,1.44.55.255,AS4804,Microplex PTY LTD,optus.com.au
1.44.56.0,1.44.95.255,AS7474,SingTel Optus Pty Ltd,optus.com.au
1.44.96.0,1.44.96.255,AS16509,"Amazon.com, Inc.",amazon.com
1.44.97.0,1.44.255.255,AS7474,SingTel Optus Pty Ltd,optus.com.au
1.45.0.0,1.45.255.255,AS45083,"Beijing haixunda Communication Co., Ltd",cnnic.cn
1.46.0.0,1.47.255.255,AS24378,Total Access Communication PLC.,dtac.co.th
1.48.0.0,1.48.63.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.48.64.0,1.48.127.255,AS140647,CHINATELECOM Guizhou province Shengji 5G network,chinatelecom.cn
1.48.128.0,1.48.191.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.48.192.0,1.48.223.255,AS140647,CHINATELECOM Guizhou province Shengji 5G network,chinatelecom.cn
1.48.224.0,1.49.95.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.49.96.0,1.49.127.255,AS140647,CHINATELECOM Guizhou province Shengji 5G network,chinatelecom.cn
1.49.128.0,1.49.159.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.49.160.0,1.49.191.255,AS140647,CHINATELECOM Guizhou province Shengji 5G network,chinatelecom.cn
1.49.192.0,1.50.255.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.51.0.0,1.51.255.255,AS4538,China Education and Research Network Center,cernet.edu.cn
1.52.0.0,1.55.255.255,AS18403,FPT Telecom Company,fpt.vn
1.56.0.0,1.63.255.255,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn
1.64.0.0,1.65.189.255,AS4760,HKT Limited,netvigator.com
1.65.190.0,1.65.191.255,AS9444,Hong Kong Telecommunications (HKT) Limited,pccw.com
1.65.192.0,1.65.255.255,AS4760,HKT Limited,netvigator.com
1.66.20.0,1.66.63.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.66.68.0,1.66.71.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.66.90.0,1.66.90.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.66.92.0,1.66.92.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.66.96.0,1.67.237.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.67.240.0,1.67.255.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.68.0.0,1.70.255.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.71.0.0,1.71.15.255,AS142404,China Telecom,ct1000.com
1.71.16.0,1.71.31.255,AS132147,CT-SHANXI-MAN,shanxitele.com
1.71.32.0,1.71.143.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.71.144.0,1.71.167.255,AS132147,CT-SHANXI-MAN,shanxitele.com
1.71.168.0,1.71.255.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.72.0.0,1.73.77.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.73.128.0,1.73.239.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.73.244.0,1.73.245.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.73.248.0,1.73.248.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.74.0.0,1.74.127.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.74.192.0,1.74.193.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.74.196.0,1.74.223.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.74.240.0,1.75.14.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.75.16.0,1.75.31.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.75.64.0,1.75.115.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.75.128.0,1.75.135.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.75.152.0,1.75.191.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.75.196.0,1.75.199.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.75.202.0,1.75.255.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.76.4.0,1.76.75.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.76.80.0,1.76.87.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.76.148.0,1.76.227.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.77.0.0,1.78.99.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.78.127.0,1.78.255.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.79.2.0,1.79.4.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.79.6.0,1.79.63.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.79.66.0,1.79.183.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.79.216.0,1.79.255.255,AS9605,"NTT DOCOMO, INC.",nttdocomo.com
1.80.0.0,1.80.255.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.81.0.0,1.81.7.255,AS134768,CHINANET SHAANXI province Cloud Base network,chinatelecom.cn
1.81.8.0,1.81.255.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.82.0.0,1.82.31.255,AS4809,China Telecom Next Generation Carrier Network,chinatelecom.com.cn
1.82.32.0,1.82.207.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.82.208.0,1.82.223.255,AS134768,CHINANET SHAANXI province Cloud Base network,chinatelecom.cn
1.82.224.0,1.82.231.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.82.232.0,1.82.255.255,AS134768,CHINANET SHAANXI province Cloud Base network,chinatelecom.cn
1.83.0.0,1.84.127.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.84.128.0,1.84.159.255,AS4809,China Telecom Next Generation Carrier Network,chinatelecom.com.cn
1.84.160.0,1.87.255.255,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn
1.88.0.0,1.91.255.255,AS17429,BEIJING GEHUA CATV NETWORK CO.LTD,bgctv.com.cn
1.92.0.0,1.92.255.255,AS55990,Huawei Cloud Service data center,huaweicloud.com
1.93.0.0,1.93.255.255,AS4847,China Networks Inter-Exchange,bta.net.cn
1.94.0.0,1.95.255.255,AS55990,Huawei Cloud Service data center,huaweicloud.com
1.96.0.0,1.111.255.255,AS4766,Korea Telecom,kt.com
1.112.0.0,1.115.255.255,AS17676,SoftBank Corp.,softbank.jp
1.116.0.0,1.117.255.255,AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com
1.118.2.0,1.118.2.255,AS137753,Beijing Jingdong Shangke Information Technology Co. Ltd.,jd.com
1.118.32.0,1.118.35.255,AS137753,Beijing Jingdong Shangke Information Technology Co. Ltd.,jd.com
1.119.0.0,1.119.127.255,AS58851,"Priority of Fashion(Beijing)Information Technology Co.,Ltd",wishisp.com
1.119.128.0,1.119.191.255,AS4847,China Networks Inter-Exchange,bta.net.cn
1.119.192.0,1.119.203.255,AS4808,China Unicom Beijing Province Network,chinaunicom.cn
1.119.204.0,1.119.204.255,AS59034,"BeiJing Wish Network Technology CO.,LTD.",wishisp.com
1.119.205.0,1.119.207.255,AS58851,"Priority of Fashion(Beijing)Information Technology Co.,Ltd",wishisp.com
1.119.208.0,1.119.211.255,AS4808,China Unicom Beijing Province Network,chinaunicom.cn
1.120.0.0,1.159.255.255,AS1221,Telstra Limited,telstra.com.au
1.160.0.0,1.175.255.255,AS3462,Data Communication Business Group,hinet.net
1.176.0.0,1.176.127.255,AS9845,LG HelloVision Corp.,lghellovision.net
1.176.128.0,1.176.255.255,AS10066,LG HelloVision Corp.,lghellovision.net
1.177.0.0,1.177.63.255,AS17577,LG HelloVision Corp.,lghellovision.net
1.177.64.0,1.177.127.255,AS9845,LG HelloVision Corp.,lghellovision.net
1.177.128.0,1.177.143.255,AS9697,LG HelloVision Corp.,lghellovision.net
1.177.144.0,1.177.151.255,AS9845,LG HelloVision Corp.,lghellovision.net
1.177.152.0,1.177.219.255,AS9697,LG HelloVision Corp.,lghellovision.net
1.177.220.0,1.177.255.255,AS9845,LG HelloVision Corp.,lghellovision.net
1.178.2.0,1.178.3.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.178.32.0,1.178.63.255,AS136907,HUAWEI CLOUDS,huaweicloud.com
1.178.66.0,1.178.67.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.178.80.0,1.178.80.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.178.82.0,1.178.85.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.178.96.0,1.178.99.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.178.112.0,1.178.143.255,AS12975,Palestine Telecommunications Company (PALTEL),paltel.ps
1.178.175.0,1.178.175.255,AS9313,Network Technology (AUST) P/L,onthenet.com.au
1.178.176.0,1.178.179.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.178.208.0,1.178.223.255,AS12975,Palestine Telecommunications Company (PALTEL),paltel.ps
1.178.224.0,1.178.255.255,AS12479,Orange Espagne SA,orange.es
1.179.0.0,1.179.1.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.179.4.0,1.179.13.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
1.179.16.0,1.179.23.255,AS9723,iseek Communications Pty Ltd,iseek.com.au
